GENEID	baseMean	log2FoldChange	lfcSE	pvalue	padj	SYMBOL
ENSG00000049239.13	2496.30143010817	-0.248832996356488	0.0979494054515314	0.000210995269421078	0.0863692477853913	H6PD
ENSG00000055609.21	906.106498523502	-0.513207333099443	0.186785440033727	0.00016800718200084	0.0746671918863733	KMT2C
ENSG00000058453.17	776.619741912996	-0.370820670785167	0.117232203483134	5.15783365016796e-05	0.0340904947927307	CROCC
ENSG00000075886.11	25.0828134555833	-1.62699334899356	0.488665606101746	2.32802841266539e-05	0.0164602190722773	TUBA3D
ENSG00000108846.16	839.350917777726	-0.338878203153941	0.114900291161293	0.000101934166731278	0.0566280701251798	ABCC3
ENSG00000109906.15	614.601293156745	-0.417732102139406	0.155195032031403	0.000204265180980885	0.0858741862204775	ZBTB16
ENSG00000116985.12	124.949091464367	-0.843492927190603	0.238952810101649	1.38068020824601e-05	0.0113034108627719	BMP8B
ENSG00000120129.6	2598.67778361818	0.262326154584563	0.0936183326688592	0.000181287947211311	0.0783315005242207	DUSP1
ENSG00000136944.19	28.5896406779043	-1.39683891347226	0.525465544064162	0.000226133259316716	0.0879375712167879	LMX1B
ENSG00000138061.12	210.801213221044	1.12667791741734	0.261155430714745	7.68105383738665e-07	0.000995656603671244	CYP1B1
ENSG00000140836.17	1258.19003034181	-0.951347711812264	0.136631808949744	1.29055641579227e-13	1.00373025238244e-09	ZFHX3
ENSG00000151715.8	36.7576357944676	2.57318542060458	0.842145062137526	5.96141032411475e-05	0.0356652836890788	TMEM45B
ENSG00000157064.11	23.2300877806455	1.72481718350032	0.595289265009196	0.000112904274262023	0.0605595167636473	NMNAT2
ENSG00000160271.16	376.506251331815	0.703443565240886	0.122032768777936	3.78041413220971e-10	1.96014472755074e-06	RALGDS
ENSG00000163659.13	1576.76025213278	0.482802610646296	0.0896090532953364	3.35217395384085e-09	8.6905109753324e-06	TIPARP
ENSG00000164651.18	16.3909451200148	-2.39327367506574	0.670787505628981	1.8012703671661e-05	0.0137454101342736	SP8
ENSG00000169871.13	1586.04773118418	-0.400804283829753	0.0724779030965864	1.34174634104322e-09	5.21771608373181e-06	TRIM56
ENSG00000178209.17	7548.21372375195	-0.379212418548745	0.0971759359977068	3.35456269607894e-06	0.00306942486691223	PLEC
ENSG00000185359.14	3347.10646928812	-0.268395171822247	0.0665621243365964	2.19622876357055e-06	0.00227748922782266	HGS
ENSG00000186174.13	1805.53841092885	-0.359215354532807	0.134511333991488	0.000221534674718701	0.0879375712167879	BCL9L
ENSG00000197013.11	157.033488717328	-0.96178177510643	0.25977902347736	6.69789887355608e-06	0.00578810094323138	ZNF429
ENSG00000197386.14	1785.19443380195	0.303724930430545	0.095130072805424	5.35526173915121e-05	0.0340904947927307	HTT
ENSG00000198169.9	304.892421580255	-0.610421296739514	0.213146611377732	0.000122281440509697	0.0613576711976884	ZNF251
ENSG00000225840.2	42785.4721643041	-1.75107451411788	0.178195433298807	2.96207110194144e-24	4.60750159906991e-20	NA
ENSG00000227231.3	681.012676581833	0.421044585282296	0.0917549628287286	1.95356509878421e-07	0.000303877051115883	IER3
ENSG00000234539.9	479.426060580938	-0.649841605317986	0.165792299998975	3.08413471704339e-06	0.00299835722022562	ATF6B
ENSG00000243789.11	164.794668906037	-0.791545083486005	0.195178471858865	1.79596826379521e-06	0.00214894510333342	JMJD7
ENSG00000251705.1	426.148846422956	-0.861955452472661	0.158118912398054	1.90782681864864e-09	5.9352492328159e-06	RNA5-8SP6
ENSG00000253861.1	24.0325667734329	-7.97143897982894	2.9044077683614	4.55116806708854e-07	0.000643576538941475	SLC2A3P1
ENSG00000282019.1	91.1016180564707	-1.38036423779477	0.473202366048434	8.82277282804229e-05	0.0508289745704437	GPI
ENSG00000289697.1	58.9276102904222	1.79203434630226	0.508340146252921	1.85569664300704e-05	0.0137454101342736	NA
